price;size;location;real_estate;ownership
850.000 €;210 m²;Tutzing, Starnberg (Kreis);Haus;Kauf
725.000 €;136,42 m²;Andechs, Starnberg (Kreis);Haus;Kauf
750.000 - 870.000 €;155,00 - 180,00 m²;Kesselweg 2, Andechs, Starnberg (Kreis);Haus;Kauf
3.650.000 €;210 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
3.980.000 €;500 m²;Andechs, Starnberg (Kreis);Haus;Kauf
886.330 €;140,29 m²;Gilching, Starnberg (Kreis);Haus;Kauf
765.000 €;111 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.099.000 €;164 m²;Gilching, Starnberg (Kreis);Haus;Kauf
2.280.000 €;263 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.220.000 €;156 m²;Berg, Starnberg (Kreis);Haus;Kauf
830.000 €;177 m²;Gilching, Starnberg (Kreis);Haus;Kauf
398.900 - 469.900 €;54,20 - 65,60 m²;Margaretenstraße 28, Krailling, Starnberg (Kreis);Haus;Kauf
750.000 €;140 m²;Gauting, Starnberg (Kreis);Haus;Kauf
980.000 €;130 m²;Margaretenstr. 4d, Krailling, Starnberg (Kreis);Haus;Kauf
1.390.000 €;607 m²;Hauserstraße 40, Gauting, Starnberg (Kreis);Haus;Kauf
8.200.000 €;650 m²;Berg, Starnberg (Kreis);Haus;Kauf
1.585.000 €;204 m²;Seefeld, Starnberg (Kreis);Haus;Kauf
203 m²;7 Zi.7;Berg, Starnberg (Kreis);Haus;Kauf
1.250.000 €;147 m²;Berg, Starnberg (Kreis);Haus;Kauf
906.330 €;158,5 m²;Gilching, Starnberg (Kreis);Haus;Kauf
734.000 €;114 m²;Gilching, Starnberg (Kreis);Haus;Kauf
1.050.000 €;170 m²;Forstweg 4, Gauting, Starnberg (Kreis);Haus;Kauf
1.515.000 €;280 m²;Hechendorfer Straße 130, Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.950.000 €;263 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.030.000 €;166 m²;Pöcking, Starnberg (Kreis);Haus;Kauf
790.000 €;146 m²;Gilching, Starnberg (Kreis);Haus;Kauf
1.490.000 €;192 m²;Tutzing, Starnberg (Kreis);Haus;Kauf
890.000 €;123 m²;Gauting, Starnberg (Kreis);Haus;Kauf
1.650.000 €;229 m²;Seefeld, Starnberg (Kreis);Haus;Kauf
1.198.000 €;140,59 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
2.690.000 €;387 m²;Seefeld, Starnberg (Kreis);Haus;Kauf
1.150.000 €;286,37 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.550.000 €;215 m²;Gauting, Starnberg (Kreis);Haus;Kauf
2.600.000 €;160 m²;Pöcking, Starnberg (Kreis);Haus;Kauf
930.000 €;127 m²;Tutzing, Starnberg (Kreis);Haus;Kauf
420.000 €;240 m²;Schloßbergstrasse 2, Starnberg, Starnberg (Kreis);Haus;Kauf
270.000 €;72 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
795.000 €;131 m²;Gauting, Starnberg (Kreis);Haus;Kauf
897.000 €;107 m²;Gauting, Starnberg (Kreis);Haus;Kauf
1.100.000 €;180 m²;Inning am Ammersee, Starnberg (Kreis);Haus;Kauf
639.000 €;152 m²;Drößlinger Straße 5, Andechs, Starnberg (Kreis);Haus;Kauf
949.000 €;165 m²;Pöcking, Starnberg (Kreis);Haus;Kauf
948.000 €;185,46 m²;Seefeld, Starnberg (Kreis);Haus;Kauf
1.150.000 €;150 m²;Gauting, Starnberg (Kreis);Haus;Kauf
1.525.000 €;800 m²;Krailling, Starnberg (Kreis);Haus;Kauf
2.249.000 €;230 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.275.000 €;260 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.275.000 €;260 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
3.249.500 €;435 m²;Gauting, Starnberg (Kreis);Haus;Kauf
1.249.000 €;160 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
2.200.000 €;250,2 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.300.000 €;230 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.280.000 €;175 m²;Weßling, Starnberg (Kreis);Haus;Kauf
1.150.000 €;164,1 m²;Gauting, Starnberg (Kreis);Haus;Kauf
929.000 €;134,31 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.034.000 €;131,77 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
890.000 €;180,54 m²;Tutzing, Starnberg (Kreis);Haus;Kauf
1.245.000 €;170 m²;Eduard Kandl Str. 32, Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.280.000 €;199 m²;Gilching, Starnberg (Kreis);Haus;Kauf
849.500 €;149,36 m²;Steinrinnenweg 0, Andechs, Starnberg (Kreis);Haus;Kauf
895.000 €;128 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
2.500.000 €;252 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.400.000 €;186,73 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.330.000 €;193,2 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.300.000 €;187,11 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.240.000 €;193,18 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.300.000 €;193,33 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.140.000 €;190,73 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
685.000 €;120 m²;Inning am Ammersee, Starnberg (Kreis);Haus;Kauf
4.650.000 €;353 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.870.000 €;234 m²;Krailling, Starnberg (Kreis);Haus;Kauf
1.295.000 €;147 m²;Amselweg 5, Wörthsee, Starnberg (Kreis);Haus;Kauf
1.350.000 €;189,48 m²;Berg, Starnberg (Kreis);Haus;Kauf
698.900 €;291 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.540.000 €;157 m²;Krailling, Starnberg (Kreis);Haus;Kauf
1.790.000 €;207 m²;Krailling, Starnberg (Kreis);Haus;Kauf
258 m²;8 Zi.8;Inning am Ammersee, Starnberg (Kreis);Haus;Kauf
769.000 €;124 m²;Andechs, Starnberg (Kreis);Haus;Kauf
1.295.000 €;220 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
2.600.000 €;292,9 m²;Gauting, Starnberg (Kreis);Haus;Kauf
1.190.000 €;293 m²;Tutzing, Starnberg (Kreis);Haus;Kauf
2.249.000 €;230 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
2.980.000 €;296 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
997.000 €;148,21 m²;Krailling, Starnberg (Kreis);Haus;Kauf
649.000 €;106 m²;Görbelmoosweg 19, Gilching, Starnberg (Kreis);Haus;Kauf
1.190.000 €;206,07 m²;Gilching, Starnberg (Kreis);Haus;Kauf
5.900.000 €;530 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
995.000 €;590 m²;Gilching, Starnberg (Kreis);Haus;Kauf
1.095.000 €;135 m²;Gilching, Starnberg (Kreis);Haus;Kauf
1.145.000 €;140 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.100.000 €;290 m²;Pilsenseestraße 1, Seefeld, Starnberg (Kreis);Haus;Kauf
5.600.000 €;120 m²;Inning am Ammersee, Starnberg (Kreis);Haus;Kauf
1.200.000 €;120,77 m²;Gauting, Starnberg (Kreis);Haus;Kauf
1.150.000 €;156 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
2.400.000 €;245 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.050.000 €;440 m²;Herrsching am Ammersee, Starnberg (Kreis);Haus;Kauf
1.060.000 €;157 m²;Gilching, Starnberg (Kreis);Haus;Kauf
1.395.000 €;200 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.124.998,79 €;480 m²;Berg, Starnberg (Kreis);Haus;Kauf
1.199.000 €;141 m²;Gauting, Starnberg (Kreis);Haus;Kauf
1.099.000 €;151 m²;Gauting, Starnberg (Kreis);Haus;Kauf
899.000 €;143 m²;Gauting, Starnberg (Kreis);Haus;Kauf
880.000 €;209 m²;Gilching, Starnberg (Kreis);Haus;Kauf
2.040.000 €;260 m²;Gauting, Starnberg (Kreis);Haus;Kauf
685.000 €;152 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
675.000 €;182 m²;Gilching, Starnberg (Kreis);Haus;Kauf
1.975.000 €;250 m²;Berg, Starnberg (Kreis);Haus;Kauf
680.000 €;122,66 m²;Wörthsee, Starnberg (Kreis);Haus;Kauf
1.790.000 €;250 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.690.000 €;212 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.334.740 €;633 m²;Gauting, Starnberg (Kreis);Haus;Kauf
799.900 €;152 m²;Am Waldhang 31, Gilching, Starnberg (Kreis);Haus;Kauf
1.680.000 €;195 m²;Starnberg, Starnberg (Kreis);Haus;Kauf
1.850.000 €;270 m²;Gauting, Starnberg (Kreis);Haus;Kauf
1.390.000 €;607 m²;Hauserstraße 40, Gauting, Starnberg (Kreis);Haus;Kauf
1.800.000 €;250 m²;Am Kranzlberg 6, Berg, Starnberg (Kreis);Haus;Kauf
1.290.000 €;216 m²;Pähl, Weilheim-Schongau (Kreis);Haus;Kauf
917.000 €;137,63 m²;Puchheim, Fürstenfeldbruck (Kreis);Haus;Kauf
1.125.000 €;212,52 m²;Haar, München (Kreis);Haus;Kauf
1.450.000 €;260,04 m²;Rudelzhausen, Freising (Kreis);Haus;Kauf
990.000 €;145 m²;Freising, Freising (Kreis);Haus;Kauf
569.000 €;226 m²;Nandlstadt, Freising (Kreis);Haus;Kauf
949.000 €;305 m²;Hörgertshausen, Freising (Kreis);Haus;Kauf
1.298.000 €;283 m²;Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
1.450.000 €;260,03 m²;Rudelzhausen, Freising (Kreis);Haus;Kauf
558.000 €;500 m²;Hohenkammer, Freising (Kreis);Haus;Kauf
799.000 €;355 m²;Hohenkammer, Freising (Kreis);Haus;Kauf
820.000 €;156 m²;Paunzhausen, Freising (Kreis);Haus;Kauf
647.000 €;190 m²;Hopfenstrasse 7, Attenkirchen, Freising (Kreis);Haus;Kauf
748.000 €;193 m²;Inkofener Str. 18, Haag an der Amper, Freising (Kreis);Haus;Kauf
562.000 €;153 m²;Am Hang 10, Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
799.000 €;423 m²;Am Straßfeld 5, Freising, Freising (Kreis);Haus;Kauf
485.000 €;260 m²;Nandlstadt, Freising (Kreis);Haus;Kauf
1.490.000 €;550 m²;Münchner Straße 3, Kirchdorf an der Amper, Freising (Kreis);Haus;Kauf
898.000 - 934.000 €;134,00 - 135,00 m²;Anna-Wimschneider-Str. 1, Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
129.000 - 662.000 €;30,00 - 141,00 m²;Freising, Freising (Kreis);Haus;Kauf
799.000 €;165,66 m²;Langenbach, Freising (Kreis);Haus;Kauf
293.877 €;280 m²;Au in der Hallertau, Freising (Kreis);Haus;Kauf
525.000 €;194 m²;Thalbacher Straße xxx, Moosburg an der Isar, Freising (Kreis);Haus;Kauf
422.818 €;500 m²;Paunzhausen, Freising (Kreis);Haus;Kauf
378.599 €;400 m²;Nandlstadt, Freising (Kreis);Haus;Kauf
606.000 €;132 m²;Ährenweg xxx, Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
1.110.000 €;188 m²;Hallbergmoos, Freising (Kreis);Haus;Kauf
558.000 €;500 m²;Hohenkammer, Freising (Kreis);Haus;Kauf
440.000 €;136 m²;Hauptstraße XXXX, Mauern, Freising (Kreis);Haus;Kauf
890.000 €;160 m²;Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
430.000 €;292 m²;am Pfarrpfründeweg 12, Au in der Hallertau, Freising (Kreis);Haus;Kauf
2.500.000 €;416 m²;Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
579.900 €;280 m²;Moosburg an der Isar, Freising (Kreis);Haus;Kauf
275.000 - 737.500 €;52,00 - 164,00 m²;Egerlandstraße 19 a, Moosburg an der Isar, Freising (Kreis);Haus;Kauf
648.000 - 837.000 €;164,00 - 218,00 m²;Inkofener Str. 18, Haag an der Amper, Freising (Kreis);Haus;Kauf
725.500 €;140 m²;Im Leger 0, Fahrenzhausen, Freising (Kreis);Haus;Kauf
689.000 €;117,13 m²;Kranzberg, Freising (Kreis);Haus;Kauf
1.199.000 €;160 m²;Auweg 2, Eching, Freising (Kreis);Haus;Kauf
1.290.000 €;110 m²;Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
775.000 €;190 m²;Attenkirchen, Freising (Kreis);Haus;Kauf
298.829 €;280 m²;Au in der Hallertau, Freising (Kreis);Haus;Kauf
720.000 €;120 m²;Allershausen, Freising (Kreis);Haus;Kauf
2.099.000 €;414 m²;Carl-Diem-Straße 11 A, Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
625.000 €;150 m²;Moosburg an der Isar, Freising (Kreis);Haus;Kauf
729.500 €;119,11 m²;Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
769.000 €;142,47 m²;Hallbergmoos, Freising (Kreis);Haus;Kauf
1.580.000 €;398 m²;Freising, Freising (Kreis);Haus;Kauf
495.000 €;153 m²;Au in der Hallertau, Freising (Kreis);Haus;Kauf
1.000.000 €;220 m²;Hallbergmoos, Freising (Kreis);Haus;Kauf
367.169 €;500 m²;Rudelzhausen, Freising (Kreis);Haus;Kauf
719.000 €;115 m²;Eching, Freising (Kreis);Haus;Kauf
1.490.000 €;336,8 m²;Hallbergmoos, Freising (Kreis);Haus;Kauf
1.050.000 €;410 m²;Zolling, Freising (Kreis);Haus;Kauf
504.900 - 579.900 €;132,00 - 148,00 m²;Orionstraße 19, Moosburg an der Isar, Freising (Kreis);Haus;Kauf
780.000 €;180 m²;Haag an der Amper, Freising (Kreis);Haus;Kauf
549.000 €;119,98 m²;Hohenkammer, Freising (Kreis);Haus;Kauf
869.000 €;310 m²;Au in der Hallertau, Freising (Kreis);Haus;Kauf
949.000 €;250 m²;Nandlstadt, Freising (Kreis);Haus;Kauf
299.500 €;156 m²;Rudelzhausen, Freising (Kreis);Haus;Kauf
930.000 €;226,6 m²;Marzling, Freising (Kreis);Haus;Kauf
850.000 €;340 m²;Au in der Hallertau, Freising (Kreis);Haus;Kauf
690.000 €;143 m²;Eching, Freising (Kreis);Haus;Kauf
775.000 €;230 m²;Rudelzhausen, Freising (Kreis);Haus;Kauf
689.000 €;117,13 m²;Kranzberg, Freising (Kreis);Haus;Kauf
266.000 €;140 m²;Au in der Hallertau, Freising (Kreis);Haus;Kauf
586.343,90 €;791 m²;Au in der Hallertau, Freising (Kreis);Haus;Kauf
1.190.000 €;131,28 m²;Eching, Freising (Kreis);Haus;Kauf
1.190.000 €;131,28 m²;Eching, Freising (Kreis);Haus;Kauf
549.000 €;165,15 m²;Wang, Freising (Kreis);Haus;Kauf
1.540.000 €;230 m²;Wilhelm-Busch-Str. 4, Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
1.395.000 €;227 m²;Wilhelm-Busch-Straße 4, Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
690.000 €;119,75 m²;Freising, Freising (Kreis);Haus;Kauf
649.000 €;174 m²;Wolfersdorf, Freising (Kreis);Haus;Kauf
769.000 €;182 m²;Freising, Freising (Kreis);Haus;Kauf
839.000 €;134 m²;Freising, Freising (Kreis);Haus;Kauf
550.000 €;148 m²;Freising, Freising (Kreis);Haus;Kauf
680.000 €;180 m²;Moosburg an der Isar, Freising (Kreis);Haus;Kauf
469.000 €;143 m²;Zolling, Freising (Kreis);Haus;Kauf
549.000 €;105 m²;Siedlerstr. 10 a, Eching, Freising (Kreis);Haus;Kauf
1.265.000 €;224,7 m²;Freising, Freising (Kreis);Haus;Kauf
1.290.000 €;289 m²;An der Moosach 2, Neufahrn bei Freising, Freising (Kreis);Haus;Kauf
1.190.000 €;290 m²;Nandlstadt, Freising (Kreis);Haus;Kauf
1.125.000 €;212,52 m²;Haar, München (Kreis);Haus;Kauf
1.080.000 €;138,28 m²;Ottobrunn, München (Kreis);Haus;Kauf
1.100.000 €;154 m²;Hohenbrunn, München (Kreis);Haus;Kauf
3.550.000 €;229 m²;Grünwald, München (Kreis);Haus;Kauf
1.100.000 €;146 m²;Karlsfeld, Dachau (Kreis);Haus;Kauf
2.690.000 €;293,55 m²;Grasbrunn, München (Kreis);Haus;Kauf
989.000 - 1.059.000 €;150,00 - 150,00 m²;Zweigstraße 7, Karlsfeld, Dachau (Kreis);Haus;Kauf
795.000 €;135 m²;Karlsfeld, Dachau (Kreis);Haus;Kauf
1.585.000 €;248 m²;Straßlach-Dingharting, München (Kreis);Haus;Kauf
559.000 €;205 m²;Pfeffenhausen, Landshut (Kreis);Haus;Kauf
2.400.000 €;239 m²;Grünwald, München (Kreis);Haus;Kauf
1.017.600 €;641 m²;Altomünster, Dachau (Kreis);Haus;Kauf
690.000 €;181 m²;Reichertshofen, Pfaffenhofen an der Ilm (Kreis);Haus;Kauf
1.850.000 €;240 m²;Grünwald, München (Kreis);Haus;Kauf
669.000 €;608 m²;Baar-Ebenhausen, Pfaffenhofen an der Ilm (Kreis);Haus;Kauf
861.400 €;500 m²;Pfaffenhofen an der Ilm, Pfaffenhofen an der Ilm (Kreis);Haus;Kauf
1.125.000 €;208 m²;Taufkirchen (Vils), Erding (Kreis);Haus;Kauf
590.000 €;444 m²;Lengdorf, Erding (Kreis);Haus;Kauf
825.000 €;147,5 m²;Forstern, Erding (Kreis);Haus;Kauf
1.195.000 €;260 m²;Steinkirchen, Erding (Kreis);Haus;Kauf
590.000 €;254 m²;Taufkirchen (Vils), Erding (Kreis);Haus;Kauf
719.000 €;182 m²;Erding, Erding (Kreis);Haus;Kauf
1.299.000 €;160 m²;Dorfen, Erding (Kreis);Haus;Kauf
969.000 €;235 m²;Pastetten, Erding (Kreis);Haus;Kauf
388.000 €;133 m²;Taufkirchen (Vils), Erding (Kreis);Haus;Kauf
1.147.000 €;1.100 m²;Taufkirchen (Vils), Erding (Kreis);Haus;Kauf
848.000 €;240,68 m²;Forstern, Erding (Kreis);Haus;Kauf
696.000 €;170 m²;Oberding, Erding (Kreis);Haus;Kauf
731.153 - 785.467 €;156,00 - 156,00 m²;Wenzelberg 20a, Oberding, Erding (Kreis);Haus;Kauf
298.305 - 770.420 €;55,00 - 164,00 m²;Sonnenstrasse 7a, Moosinning, Erding (Kreis);Haus;Kauf
899.000 €;120 m²;Erding, Erding (Kreis);Haus;Kauf
760.000 €;257 m²;Erdinger Str. 14, Fraunberg, Erding (Kreis);Haus;Kauf
880.000 €;131,36 m²;Erding, Erding (Kreis);Haus;Kauf
690.000 €;126 m²;Erding, Erding (Kreis);Haus;Kauf
1.295.000 €;222 m²;Ottenhofen, Erding (Kreis);Haus;Kauf
749.000 €;173,15 m²;Isen, Erding (Kreis);Haus;Kauf
649.000 €;112 m²;Dorfen, Erding (Kreis);Haus;Kauf
549.000 €;142 m²;Dorfen, Erding (Kreis);Haus;Kauf
460.800 €;480 m²;Dorfen, Erding (Kreis);Haus;Kauf
757.000 €;160 m²;Wörth, Erding (Kreis);Haus;Kauf
899.000 €;240 m²;Sankt Wolfgang, Erding (Kreis);Haus;Kauf
1.100.000 €;215,65 m²;Dorfen, Erding (Kreis);Haus;Kauf
907.000 €;783 m²;Isen, Erding (Kreis);Haus;Kauf
780.000 €;231 m²;Wörth, Erding (Kreis);Haus;Kauf
980.000 €;258 m²;Finsing, Erding (Kreis);Haus;Kauf
749.000 €;132 m²;Buch am Buchrain, Erding (Kreis);Haus;Kauf
599.000 €;135 m²;Taufkirchen (Vils), Erding (Kreis);Haus;Kauf
599.000 €;135 m²;Taufkirchen (Vils), Erding (Kreis);Haus;Kauf
650.000 €;538 m²;Lengdorf, Erding (Kreis);Haus;Kauf
1.100.000 €;198 m²;Eitting, Erding (Kreis);Haus;Kauf
499.000 €;140 m²;Isen, Erding (Kreis);Haus;Kauf
612.000 €;210 m²;Fraunberg, Erding (Kreis);Haus;Kauf
987.000 €;285 m²;Erding, Erding (Kreis);Haus;Kauf
649.000 €;140 m²;Isen, Erding (Kreis);Haus;Kauf
599.000 €;140 m²;Erding, Erding (Kreis);Haus;Kauf
590.000 €;118 m²;Lengdorf, Erding (Kreis);Haus;Kauf
585.000 €;141 m²;Ulrichstraße 8, Isen, Erding (Kreis);Haus;Kauf
299.000 €;145 m²;Dorfen, Erding (Kreis);Haus;Kauf
1.125.000 €;212,52 m²;Haar, München (Kreis);Haus;Kauf
1.080.000 €;138,28 m²;Ottobrunn, München (Kreis);Haus;Kauf
368.400 - 977.900 €;45,00 - 145,00 m²;Birkenweg 34, Vaterstetten, Ebersberg (Kreis);Haus;Kauf
1.100.000 €;154 m²;Hohenbrunn, München (Kreis);Haus;Kauf
1.375.000 €;210,84 m²;Kirchseeon, Ebersberg (Kreis);Haus;Kauf
3.550.000 €;229 m²;Grünwald, München (Kreis);Haus;Kauf
590.000 €;310 m²;Mühldorf am Inn, Mühldorf am Inn (Kreis);Haus;Kauf
2.690.000 €;293,55 m²;Grasbrunn, München (Kreis);Haus;Kauf
1.148.000 €;166 m²;Vaterstetten, Ebersberg (Kreis);Haus;Kauf
990.000 €;150,04 m²;Vaterstetten, Ebersberg (Kreis);Haus;Kauf
1.585.000 €;248 m²;Straßlach-Dingharting, München (Kreis);Haus;Kauf
559.000 €;205 m²;Pfeffenhausen, Landshut (Kreis);Haus;Kauf
2.400.000 €;239 m²;Grünwald, München (Kreis);Haus;Kauf
620.000 €;120 m²;Birkenweg 5, Vaterstetten, Ebersberg (Kreis);Haus;Kauf
499.000 €;160 m²;Moosburg an der Isar, Freising (Kreis);Haus;Kauf
1.375.000 €;210,84 m²;Kirchseeon, Ebersberg (Kreis);Haus;Kauf
1.148.000 €;166 m²;Vaterstetten, Ebersberg (Kreis);Haus;Kauf
990.000 €;150,04 m²;Vaterstetten, Ebersberg (Kreis);Haus;Kauf
620.000 €;120 m²;Birkenweg 5, Vaterstetten, Ebersberg (Kreis);Haus;Kauf
985.000 €;126 m²;Vaterstetten, Ebersberg (Kreis);Haus;Kauf
1.499.000 €;218 m²;Egmating, Ebersberg (Kreis);Haus;Kauf
945.000 €;200 m²;Hohenlinden, Ebersberg (Kreis);Haus;Kauf
1.590.000 €;173 m²;Vaterstetten, Ebersberg (Kreis);Haus;Kauf
699.000 €;129 m²;Pliening, Ebersberg (Kreis);Haus;Kauf
1.299.900 - 1.299.900 €;183,00 - 183,00 m²;Johann-Strauß-Straße 4, Vaterstetten, Ebersberg (Kreis);Haus;Kauf
950.000 €;175 m²;Vaterstetten, Ebersberg (Kreis);Haus;Kauf
1.290.000 €;160 m²;Vaterstetten, Ebersberg (Kreis);Haus;Kauf
924.000 €;193 m²;Forstinning, Ebersberg (Kreis);Haus;Kauf
3.750.000 €;439 m²;Vaterstetten, Ebersberg (Kreis);Haus;Kauf
3.230.000 €;426,72 m²;Vaterstetten, Ebersberg (Kreis);Haus;Kauf
558.000 €;104 m²;Ebersberg, Ebersberg (Kreis);Haus;Kauf
1.600.000 €;180 m²;Ebersberg, Ebersberg (Kreis);Haus;Kauf
1.795.000 €;291,32 m²;Goldregenweg 1, Vaterstetten, Ebersberg (Kreis);Haus;Kauf
